,src_image,annotation,foggy_image
304,hanover_000000_018213_leftImg8bit.png,hanover_000000_018213_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_018213_leftImg8bit_foggy_beta_0.02.png
305,bochum_000000_033714_leftImg8bit.png,bochum_000000_033714_leftImg8bit_foggy_beta_0.02.txt,bochum_000000_033714_leftImg8bit_foggy_beta_0.02.png
306,bremen_000021_000019_leftImg8bit.png,bremen_000021_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000021_000019_leftImg8bit_foggy_beta_0.02.png
307,cologne_000126_000019_leftImg8bit.png,cologne_000126_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000126_000019_leftImg8bit_foggy_beta_0.02.png
308,hanover_000000_011471_leftImg8bit.png,hanover_000000_011471_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_011471_leftImg8bit_foggy_beta_0.02.png
309,aachen_000023_000019_leftImg8bit.png,aachen_000023_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000023_000019_leftImg8bit_foggy_beta_0.02.png
310,tubingen_000052_000019_leftImg8bit.png,tubingen_000052_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000052_000019_leftImg8bit_foggy_beta_0.02.png
311,strasbourg_000001_051448_leftImg8bit.png,strasbourg_000001_051448_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_051448_leftImg8bit_foggy_beta_0.02.png
312,hamburg_000000_082187_leftImg8bit.png,hamburg_000000_082187_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_082187_leftImg8bit_foggy_beta_0.02.png
313,monchengladbach_000000_036139_leftImg8bit.png,monchengladbach_000000_036139_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_036139_leftImg8bit_foggy_beta_0.02.png
314,bremen_000048_000019_leftImg8bit.png,bremen_000048_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000048_000019_leftImg8bit_foggy_beta_0.02.png
315,dusseldorf_000006_000019_leftImg8bit.png,dusseldorf_000006_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000006_000019_leftImg8bit_foggy_beta_0.02.png
316,stuttgart_000167_000019_leftImg8bit.png,stuttgart_000167_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000167_000019_leftImg8bit_foggy_beta_0.02.png
317,strasbourg_000001_063385_leftImg8bit.png,strasbourg_000001_063385_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_063385_leftImg8bit_foggy_beta_0.02.png
318,tubingen_000133_000019_leftImg8bit.png,tubingen_000133_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000133_000019_leftImg8bit_foggy_beta_0.02.png
319,bremen_000279_000019_leftImg8bit.png,bremen_000279_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000279_000019_leftImg8bit_foggy_beta_0.02.png
320,ulm_000027_000019_leftImg8bit.png,ulm_000027_000019_leftImg8bit_foggy_beta_0.02.txt,ulm_000027_000019_leftImg8bit_foggy_beta_0.02.png
321,aachen_000142_000019_leftImg8bit.png,aachen_000142_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000142_000019_leftImg8bit_foggy_beta_0.02.png
322,strasbourg_000000_001278_leftImg8bit.png,strasbourg_000000_001278_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_001278_leftImg8bit_foggy_beta_0.02.png
323,erfurt_000020_000019_leftImg8bit.png,erfurt_000020_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000020_000019_leftImg8bit_foggy_beta_0.02.png
324,bremen_000129_000019_leftImg8bit.png,bremen_000129_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000129_000019_leftImg8bit_foggy_beta_0.02.png
325,dusseldorf_000167_000019_leftImg8bit.png,dusseldorf_000167_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000167_000019_leftImg8bit_foggy_beta_0.02.png
326,strasbourg_000001_037090_leftImg8bit.png,strasbourg_000001_037090_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_037090_leftImg8bit_foggy_beta_0.02.png
327,stuttgart_000006_000019_leftImg8bit.png,stuttgart_000006_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000006_000019_leftImg8bit_foggy_beta_0.02.png
328,strasbourg_000000_025772_leftImg8bit.png,strasbourg_000000_025772_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_025772_leftImg8bit_foggy_beta_0.02.png
329,jena_000054_000019_leftImg8bit.png,jena_000054_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000054_000019_leftImg8bit_foggy_beta_0.02.png
330,bremen_000210_000019_leftImg8bit.png,bremen_000210_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000210_000019_leftImg8bit_foggy_beta_0.02.png
331,strasbourg_000001_031427_leftImg8bit.png,strasbourg_000001_031427_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_031427_leftImg8bit_foggy_beta_0.02.png
332,weimar_000126_000019_leftImg8bit.png,weimar_000126_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000126_000019_leftImg8bit_foggy_beta_0.02.png
333,strasbourg_000001_008771_leftImg8bit.png,strasbourg_000001_008771_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_008771_leftImg8bit_foggy_beta_0.02.png
334,hamburg_000000_065604_leftImg8bit.png,hamburg_000000_065604_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_065604_leftImg8bit_foggy_beta_0.02.png
335,strasbourg_000001_003159_leftImg8bit.png,strasbourg_000001_003159_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_003159_leftImg8bit_foggy_beta_0.02.png
336,dusseldorf_000187_000019_leftImg8bit.png,dusseldorf_000187_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000187_000019_leftImg8bit_foggy_beta_0.02.png
337,erfurt_000049_000019_leftImg8bit.png,erfurt_000049_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000049_000019_leftImg8bit_foggy_beta_0.02.png
338,bremen_000299_000019_leftImg8bit.png,bremen_000299_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000299_000019_leftImg8bit_foggy_beta_0.02.png
339,strasbourg_000000_022489_leftImg8bit.png,strasbourg_000000_022489_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_022489_leftImg8bit_foggy_beta_0.02.png
340,bremen_000140_000019_leftImg8bit.png,bremen_000140_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000140_000019_leftImg8bit_foggy_beta_0.02.png
341,cologne_000047_000019_leftImg8bit.png,cologne_000047_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000047_000019_leftImg8bit_foggy_beta_0.02.png
342,monchengladbach_000001_002353_leftImg8bit.png,monchengladbach_000001_002353_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000001_002353_leftImg8bit_foggy_beta_0.02.png
343,monchengladbach_000000_024964_leftImg8bit.png,monchengladbach_000000_024964_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_024964_leftImg8bit_foggy_beta_0.02.png
344,strasbourg_000000_029839_leftImg8bit.png,strasbourg_000000_029839_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_029839_leftImg8bit_foggy_beta_0.02.png
345,cologne_000135_000019_leftImg8bit.png,cologne_000135_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000135_000019_leftImg8bit_foggy_beta_0.02.png
346,bremen_000032_000019_leftImg8bit.png,bremen_000032_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000032_000019_leftImg8bit_foggy_beta_0.02.png
347,strasbourg_000000_005912_leftImg8bit.png,strasbourg_000000_005912_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_005912_leftImg8bit_foggy_beta_0.02.png
348,stuttgart_000194_000019_leftImg8bit.png,stuttgart_000194_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000194_000019_leftImg8bit_foggy_beta_0.02.png
349,aachen_000059_000019_leftImg8bit.png,aachen_000059_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000059_000019_leftImg8bit_foggy_beta_0.02.png
350,zurich_000041_000019_leftImg8bit.png,zurich_000041_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000041_000019_leftImg8bit_foggy_beta_0.02.png
351,weimar_000054_000019_leftImg8bit.png,weimar_000054_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000054_000019_leftImg8bit_foggy_beta_0.02.png
352,strasbourg_000001_030997_leftImg8bit.png,strasbourg_000001_030997_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_030997_leftImg8bit_foggy_beta_0.02.png
353,darmstadt_000004_000019_leftImg8bit.png,darmstadt_000004_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000004_000019_leftImg8bit_foggy_beta_0.02.png
354,hanover_000000_048274_leftImg8bit.png,hanover_000000_048274_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_048274_leftImg8bit_foggy_beta_0.02.png
355,tubingen_000028_000019_leftImg8bit.png,tubingen_000028_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000028_000019_leftImg8bit_foggy_beta_0.02.png
356,dusseldorf_000015_000019_leftImg8bit.png,dusseldorf_000015_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000015_000019_leftImg8bit_foggy_beta_0.02.png
357,hanover_000000_042770_leftImg8bit.png,hanover_000000_042770_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_042770_leftImg8bit_foggy_beta_0.02.png
358,stuttgart_000174_000019_leftImg8bit.png,stuttgart_000174_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000174_000019_leftImg8bit_foggy_beta_0.02.png
359,hanover_000000_007342_leftImg8bit.png,hanover_000000_007342_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_007342_leftImg8bit_foggy_beta_0.02.png
360,hamburg_000000_060586_leftImg8bit.png,hamburg_000000_060586_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_060586_leftImg8bit_foggy_beta_0.02.png
361,zurich_000028_000019_leftImg8bit.png,zurich_000028_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000028_000019_leftImg8bit_foggy_beta_0.02.png
362,hamburg_000000_053563_leftImg8bit.png,hamburg_000000_053563_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_053563_leftImg8bit_foggy_beta_0.02.png
363,aachen_000030_000019_leftImg8bit.png,aachen_000030_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000030_000019_leftImg8bit_foggy_beta_0.02.png
364,tubingen_000041_000019_leftImg8bit.png,tubingen_000041_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000041_000019_leftImg8bit_foggy_beta_0.02.png
365,erfurt_000033_000019_leftImg8bit.png,erfurt_000033_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000033_000019_leftImg8bit_foggy_beta_0.02.png
366,hanover_000000_013814_leftImg8bit.png,hanover_000000_013814_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_013814_leftImg8bit_foggy_beta_0.02.png
367,dusseldorf_000174_000019_leftImg8bit.png,dusseldorf_000174_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000174_000019_leftImg8bit_foggy_beta_0.02.png
368,stuttgart_000015_000019_leftImg8bit.png,stuttgart_000015_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000015_000019_leftImg8bit_foggy_beta_0.02.png
369,hamburg_000000_018878_leftImg8bit.png,hamburg_000000_018878_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_018878_leftImg8bit_foggy_beta_0.02.png
370,tubingen_000120_000019_leftImg8bit.png,tubingen_000120_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000120_000019_leftImg8bit_foggy_beta_0.02.png
371,hanover_000000_053437_leftImg8bit.png,hanover_000000_053437_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_053437_leftImg8bit_foggy_beta_0.02.png
372,ulm_000034_000019_leftImg8bit.png,ulm_000034_000019_leftImg8bit_foggy_beta_0.02.txt,ulm_000034_000019_leftImg8bit_foggy_beta_0.02.png
373,aachen_000151_000019_leftImg8bit.png,aachen_000151_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000151_000019_leftImg8bit_foggy_beta_0.02.png
374,hamburg_000000_046872_leftImg8bit.png,hamburg_000000_046872_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_046872_leftImg8bit_foggy_beta_0.02.png
375,krefeld_000000_004447_leftImg8bit.png,krefeld_000000_004447_leftImg8bit_foggy_beta_0.02.txt,krefeld_000000_004447_leftImg8bit_foggy_beta_0.02.png
376,krefeld_000000_007325_leftImg8bit.png,krefeld_000000_007325_leftImg8bit_foggy_beta_0.02.txt,krefeld_000000_007325_leftImg8bit_foggy_beta_0.02.png
377,cologne_000054_000019_leftImg8bit.png,cologne_000054_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000054_000019_leftImg8bit_foggy_beta_0.02.png
378,bremen_000153_000019_leftImg8bit.png,bremen_000153_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000153_000019_leftImg8bit_foggy_beta_0.02.png
379,bremen_000203_000019_leftImg8bit.png,bremen_000203_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000203_000019_leftImg8bit_foggy_beta_0.02.png
380,jena_000047_000019_leftImg8bit.png,jena_000047_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000047_000019_leftImg8bit_foggy_beta_0.02.png
381,strasbourg_000000_017044_leftImg8bit.png,strasbourg_000000_017044_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_017044_leftImg8bit_foggy_beta_0.02.png
382,aachen_000138_000019_leftImg8bit.png,aachen_000138_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000138_000019_leftImg8bit_foggy_beta_0.02.png
383,weimar_000135_000019_leftImg8bit.png,weimar_000135_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000135_000019_leftImg8bit_foggy_beta_0.02.png
384,zurich_000120_000019_leftImg8bit.png,zurich_000120_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000120_000019_leftImg8bit_foggy_beta_0.02.png
385,dusseldorf_000194_000019_leftImg8bit.png,dusseldorf_000194_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000194_000019_leftImg8bit_foggy_beta_0.02.png
386,zurich_000008_000019_leftImg8bit.png,zurich_000008_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000008_000019_leftImg8bit_foggy_beta_0.02.png
387,aachen_000010_000019_leftImg8bit.png,aachen_000010_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000010_000019_leftImg8bit_foggy_beta_0.02.png
388,strasbourg_000001_036480_leftImg8bit.png,strasbourg_000001_036480_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_036480_leftImg8bit_foggy_beta_0.02.png
389,tubingen_000061_000019_leftImg8bit.png,tubingen_000061_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000061_000019_leftImg8bit_foggy_beta_0.02.png
390,stuttgart_000154_000019_leftImg8bit.png,stuttgart_000154_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000154_000019_leftImg8bit_foggy_beta_0.02.png
391,aachen_000099_000019_leftImg8bit.png,aachen_000099_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000099_000019_leftImg8bit_foggy_beta_0.02.png
392,weimar_000094_000019_leftImg8bit.png,weimar_000094_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000094_000019_leftImg8bit_foggy_beta_0.02.png
393,zurich_000081_000019_leftImg8bit.png,zurich_000081_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000081_000019_leftImg8bit_foggy_beta_0.02.png
394,dusseldorf_000035_000019_leftImg8bit.png,dusseldorf_000035_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000035_000019_leftImg8bit_foggy_beta_0.02.png
395,strasbourg_000000_004951_leftImg8bit.png,strasbourg_000000_004951_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_004951_leftImg8bit_foggy_beta_0.02.png
396,darmstadt_000024_000019_leftImg8bit.png,darmstadt_000024_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000024_000019_leftImg8bit_foggy_beta_0.02.png
397,aachen_000079_000019_leftImg8bit.png,aachen_000079_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000079_000019_leftImg8bit_foggy_beta_0.02.png
398,zurich_000061_000019_leftImg8bit.png,zurich_000061_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000061_000019_leftImg8bit_foggy_beta_0.02.png
399,weimar_000074_000019_leftImg8bit.png,weimar_000074_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000074_000019_leftImg8bit_foggy_beta_0.02.png
400,tubingen_000008_000019_leftImg8bit.png,tubingen_000008_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000008_000019_leftImg8bit_foggy_beta_0.02.png
401,monchengladbach_000000_009690_leftImg8bit.png,monchengladbach_000000_009690_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_009690_leftImg8bit_foggy_beta_0.02.png
402,hamburg_000000_022524_leftImg8bit.png,hamburg_000000_022524_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_022524_leftImg8bit_foggy_beta_0.02.png
403,hamburg_000000_076392_leftImg8bit.png,hamburg_000000_076392_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_076392_leftImg8bit_foggy_beta_0.02.png
404,jena_000106_000019_leftImg8bit.png,jena_000106_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000106_000019_leftImg8bit_foggy_beta_0.02.png
405,bremen_000012_000019_leftImg8bit.png,bremen_000012_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000012_000019_leftImg8bit_foggy_beta_0.02.png
406,cologne_000115_000019_leftImg8bit.png,cologne_000115_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000115_000019_leftImg8bit_foggy_beta_0.02.png
407,strasbourg_000001_035689_leftImg8bit.png,strasbourg_000001_035689_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_035689_leftImg8bit_foggy_beta_0.02.png
408,monchengladbach_000000_026305_leftImg8bit.png,monchengladbach_000000_026305_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_026305_leftImg8bit_foggy_beta_0.02.png
409,hanover_000000_040051_leftImg8bit.png,hanover_000000_040051_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_040051_leftImg8bit_foggy_beta_0.02.png
410,monchengladbach_000000_035718_leftImg8bit.png,monchengladbach_000000_035718_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_035718_leftImg8bit_foggy_beta_0.02.png
411,tubingen_000081_000019_leftImg8bit.png,tubingen_000081_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000081_000019_leftImg8bit_foggy_beta_0.02.png
412,strasbourg_000001_007524_leftImg8bit.png,strasbourg_000001_007524_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_007524_leftImg8bit_foggy_beta_0.02.png
413,krefeld_000000_017489_leftImg8bit.png,krefeld_000000_017489_leftImg8bit_foggy_beta_0.02.txt,krefeld_000000_017489_leftImg8bit_foggy_beta_0.02.png
414,bremen_000223_000019_leftImg8bit.png,bremen_000223_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000223_000019_leftImg8bit_foggy_beta_0.02.png
415,jena_000067_000019_leftImg8bit.png,jena_000067_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000067_000019_leftImg8bit_foggy_beta_0.02.png
416,aachen_000118_000019_leftImg8bit.png,aachen_000118_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000118_000019_leftImg8bit_foggy_beta_0.02.png
417,weimar_000115_000019_leftImg8bit.png,weimar_000115_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000115_000019_leftImg8bit_foggy_beta_0.02.png
418,strasbourg_000001_014629_leftImg8bit.png,strasbourg_000001_014629_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_014629_leftImg8bit_foggy_beta_0.02.png
419,zurich_000100_000019_leftImg8bit.png,zurich_000100_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000100_000019_leftImg8bit_foggy_beta_0.02.png
420,strasbourg_000001_009471_leftImg8bit.png,strasbourg_000001_009471_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_009471_leftImg8bit_foggy_beta_0.02.png
421,strasbourg_000001_042309_leftImg8bit.png,strasbourg_000001_042309_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_042309_leftImg8bit_foggy_beta_0.02.png
422,strasbourg_000001_062542_leftImg8bit.png,strasbourg_000001_062542_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_062542_leftImg8bit_foggy_beta_0.02.png
423,bremen_000173_000019_leftImg8bit.png,bremen_000173_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000173_000019_leftImg8bit_foggy_beta_0.02.png
424,cologne_000074_000019_leftImg8bit.png,cologne_000074_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000074_000019_leftImg8bit_foggy_beta_0.02.png
425,dusseldorf_000204_000019_leftImg8bit.png,dusseldorf_000204_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000204_000019_leftImg8bit_foggy_beta_0.02.png
426,tubingen_000100_000019_leftImg8bit.png,tubingen_000100_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000100_000019_leftImg8bit_foggy_beta_0.02.png
427,aachen_000171_000019_leftImg8bit.png,aachen_000171_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000171_000019_leftImg8bit_foggy_beta_0.02.png
428,hamburg_000000_035568_leftImg8bit.png,hamburg_000000_035568_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_035568_leftImg8bit_foggy_beta_0.02.png
429,hamburg_000000_079657_leftImg8bit.png,hamburg_000000_079657_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_079657_leftImg8bit_foggy_beta_0.02.png
430,bremen_000193_000019_leftImg8bit.png,bremen_000193_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000193_000019_leftImg8bit_foggy_beta_0.02.png
431,cologne_000094_000019_leftImg8bit.png,cologne_000094_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000094_000019_leftImg8bit_foggy_beta_0.02.png
432,strasbourg_000001_024379_leftImg8bit.png,strasbourg_000001_024379_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_024379_leftImg8bit_foggy_beta_0.02.png
433,ulm_000014_000019_leftImg8bit.png,ulm_000014_000019_leftImg8bit_foggy_beta_0.02.txt,ulm_000014_000019_leftImg8bit_foggy_beta_0.02.png
434,erfurt_000013_000019_leftImg8bit.png,erfurt_000013_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000013_000019_leftImg8bit_foggy_beta_0.02.png
435,jena_000087_000019_leftImg8bit.png,jena_000087_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000087_000019_leftImg8bit_foggy_beta_0.02.png
436,monchengladbach_000000_005138_leftImg8bit.png,monchengladbach_000000_005138_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_005138_leftImg8bit_foggy_beta_0.02.png
437,hamburg_000000_093787_leftImg8bit.png,hamburg_000000_093787_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_093787_leftImg8bit_foggy_beta_0.02.png
438,stuttgart_000035_000019_leftImg8bit.png,stuttgart_000035_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000035_000019_leftImg8bit_foggy_beta_0.02.png
439,strasbourg_000001_000778_leftImg8bit.png,strasbourg_000001_000778_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_000778_leftImg8bit_foggy_beta_0.02.png
440,dusseldorf_000154_000019_leftImg8bit.png,dusseldorf_000154_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000154_000019_leftImg8bit_foggy_beta_0.02.png
441,strasbourg_000001_035276_leftImg8bit.png,strasbourg_000001_035276_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_035276_leftImg8bit_foggy_beta_0.02.png
442,weimar_000087_000019_leftImg8bit.png,weimar_000087_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000087_000019_leftImg8bit_foggy_beta_0.02.png
443,zurich_000092_000019_leftImg8bit.png,zurich_000092_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000092_000019_leftImg8bit_foggy_beta_0.02.png
444,stuttgart_000147_000019_leftImg8bit.png,stuttgart_000147_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000147_000019_leftImg8bit_foggy_beta_0.02.png
445,hanover_000000_046572_leftImg8bit.png,hanover_000000_046572_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_046572_leftImg8bit_foggy_beta_0.02.png
446,bochum_000000_011711_leftImg8bit.png,bochum_000000_011711_leftImg8bit_foggy_beta_0.02.txt,bochum_000000_011711_leftImg8bit_foggy_beta_0.02.png
447,dusseldorf_000026_000019_leftImg8bit.png,dusseldorf_000026_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000026_000019_leftImg8bit_foggy_beta_0.02.png
448,bremen_000068_000019_leftImg8bit.png,bremen_000068_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000068_000019_leftImg8bit_foggy_beta_0.02.png
449,aachen_000003_000019_leftImg8bit.png,aachen_000003_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000003_000019_leftImg8bit_foggy_beta_0.02.png
450,strasbourg_000001_028852_leftImg8bit.png,strasbourg_000001_028852_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_028852_leftImg8bit_foggy_beta_0.02.png
451,hamburg_000000_028608_leftImg8bit.png,hamburg_000000_028608_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_028608_leftImg8bit_foggy_beta_0.02.png
452,tubingen_000072_000019_leftImg8bit.png,tubingen_000072_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000072_000019_leftImg8bit_foggy_beta_0.02.png
453,hanover_000000_003853_leftImg8bit.png,hanover_000000_003853_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_003853_leftImg8bit_foggy_beta_0.02.png
454,hanover_000000_009420_leftImg8bit.png,hanover_000000_009420_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_009420_leftImg8bit_foggy_beta_0.02.png
455,cologne_000106_000019_leftImg8bit.png,cologne_000106_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000106_000019_leftImg8bit_foggy_beta_0.02.png
456,bremen_000001_000019_leftImg8bit.png,bremen_000001_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000001_000019_leftImg8bit_foggy_beta_0.02.png
457,bochum_000000_024343_leftImg8bit.png,bochum_000000_024343_leftImg8bit_foggy_beta_0.02.txt,bochum_000000_024343_leftImg8bit_foggy_beta_0.02.png
458,tubingen_000092_000019_leftImg8bit.png,tubingen_000092_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000092_000019_leftImg8bit_foggy_beta_0.02.png
459,hanover_000000_053604_leftImg8bit.png,hanover_000000_053604_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_053604_leftImg8bit_foggy_beta_0.02.png
460,erfurt_000108_000019_leftImg8bit.png,erfurt_000108_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000108_000019_leftImg8bit_foggy_beta_0.02.png
461,bremen_000088_000019_leftImg8bit.png,bremen_000088_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000088_000019_leftImg8bit_foggy_beta_0.02.png
462,darmstadt_000037_000019_leftImg8bit.png,darmstadt_000037_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000037_000019_leftImg8bit_foggy_beta_0.02.png
