,src_image,annotation
310,hamburg_000000_046566_leftImg8bit.png,hamburg_000000_046566_leftImg8bit.txt
311,bremen_000131_000019_leftImg8bit.png,bremen_000131_000019_leftImg8bit.txt
312,hanover_000000_023239_leftImg8bit.png,hanover_000000_023239_leftImg8bit.txt
313,bochum_000000_015321_leftImg8bit.png,bochum_000000_015321_leftImg8bit.txt
314,dusseldorf_000066_000019_leftImg8bit.png,dusseldorf_000066_000019_leftImg8bit.txt
315,monchengladbach_000000_036139_leftImg8bit.png,monchengladbach_000000_036139_leftImg8bit.txt
316,cologne_000118_000019_leftImg8bit.png,cologne_000118_000019_leftImg8bit.txt
317,strasbourg_000001_007864_leftImg8bit.png,strasbourg_000001_007864_leftImg8bit.txt
318,strasbourg_000001_010162_leftImg8bit.png,strasbourg_000001_010162_leftImg8bit.txt
319,strasbourg_000000_034040_leftImg8bit.png,strasbourg_000000_034040_leftImg8bit.txt
320,strasbourg_000000_004248_leftImg8bit.png,strasbourg_000000_004248_leftImg8bit.txt
321,zurich_000020_000019_leftImg8bit.png,zurich_000020_000019_leftImg8bit.txt
322,cologne_000153_000019_leftImg8bit.png,cologne_000153_000019_leftImg8bit.txt
323,cologne_000025_000019_leftImg8bit.png,cologne_000025_000019_leftImg8bit.txt
324,dusseldorf_000097_000019_leftImg8bit.png,dusseldorf_000097_000019_leftImg8bit.txt
325,bremen_000240_000019_leftImg8bit.png,bremen_000240_000019_leftImg8bit.txt
326,bremen_000305_000019_leftImg8bit.png,bremen_000305_000019_leftImg8bit.txt
327,zurich_000042_000019_leftImg8bit.png,zurich_000042_000019_leftImg8bit.txt
328,tubingen_000063_000019_leftImg8bit.png,tubingen_000063_000019_leftImg8bit.txt
329,krefeld_000000_020033_leftImg8bit.png,krefeld_000000_020033_leftImg8bit.txt
330,darmstadt_000033_000019_leftImg8bit.png,darmstadt_000033_000019_leftImg8bit.txt
331,erfurt_000097_000019_leftImg8bit.png,erfurt_000097_000019_leftImg8bit.txt
332,erfurt_000068_000019_leftImg8bit.png,erfurt_000068_000019_leftImg8bit.txt
333,darmstadt_000016_000019_leftImg8bit.png,darmstadt_000016_000019_leftImg8bit.txt
334,monchengladbach_000000_005686_leftImg8bit.png,monchengladbach_000000_005686_leftImg8bit.txt
335,hanover_000000_023881_leftImg8bit.png,hanover_000000_023881_leftImg8bit.txt
336,jena_000099_000019_leftImg8bit.png,jena_000099_000019_leftImg8bit.txt
337,hamburg_000000_036427_leftImg8bit.png,hamburg_000000_036427_leftImg8bit.txt
338,hamburg_000000_056508_leftImg8bit.png,hamburg_000000_056508_leftImg8bit.txt
339,tubingen_000085_000019_leftImg8bit.png,tubingen_000085_000019_leftImg8bit.txt
340,hamburg_000000_099902_leftImg8bit.png,hamburg_000000_099902_leftImg8bit.txt
341,strasbourg_000000_021651_leftImg8bit.png,strasbourg_000000_021651_leftImg8bit.txt
342,strasbourg_000001_043886_leftImg8bit.png,strasbourg_000001_043886_leftImg8bit.txt
343,aachen_000018_000019_leftImg8bit.png,aachen_000018_000019_leftImg8bit.txt
344,strasbourg_000001_033925_leftImg8bit.png,strasbourg_000001_033925_leftImg8bit.txt
345,tubingen_000047_000019_leftImg8bit.png,tubingen_000047_000019_leftImg8bit.txt
346,strasbourg_000000_014584_leftImg8bit.png,strasbourg_000000_014584_leftImg8bit.txt
347,weimar_000100_000019_leftImg8bit.png,weimar_000100_000019_leftImg8bit.txt
348,jena_000018_000019_leftImg8bit.png,jena_000018_000019_leftImg8bit.txt
349,tubingen_000100_000019_leftImg8bit.png,tubingen_000100_000019_leftImg8bit.txt
350,erfurt_000008_000019_leftImg8bit.png,erfurt_000008_000019_leftImg8bit.txt
351,bremen_000145_000019_leftImg8bit.png,bremen_000145_000019_leftImg8bit.txt
352,tubingen_000133_000019_leftImg8bit.png,tubingen_000133_000019_leftImg8bit.txt
353,cologne_000129_000019_leftImg8bit.png,cologne_000129_000019_leftImg8bit.txt
354,dusseldorf_000150_000019_leftImg8bit.png,dusseldorf_000150_000019_leftImg8bit.txt
355,bremen_000298_000019_leftImg8bit.png,bremen_000298_000019_leftImg8bit.txt
356,tubingen_000127_000019_leftImg8bit.png,tubingen_000127_000019_leftImg8bit.txt
357,zurich_000094_000019_leftImg8bit.png,zurich_000094_000019_leftImg8bit.txt
358,ulm_000090_000019_leftImg8bit.png,ulm_000090_000019_leftImg8bit.txt
359,strasbourg_000001_013767_leftImg8bit.png,strasbourg_000001_013767_leftImg8bit.txt
360,darmstadt_000072_000019_leftImg8bit.png,darmstadt_000072_000019_leftImg8bit.txt
361,stuttgart_000069_000019_leftImg8bit.png,stuttgart_000069_000019_leftImg8bit.txt
362,hanover_000000_001620_leftImg8bit.png,hanover_000000_001620_leftImg8bit.txt
363,stuttgart_000195_000019_leftImg8bit.png,stuttgart_000195_000019_leftImg8bit.txt
364,hamburg_000000_064825_leftImg8bit.png,hamburg_000000_064825_leftImg8bit.txt
365,hanover_000000_052887_leftImg8bit.png,hanover_000000_052887_leftImg8bit.txt
366,bremen_000186_000019_leftImg8bit.png,bremen_000186_000019_leftImg8bit.txt
367,bremen_000024_000019_leftImg8bit.png,bremen_000024_000019_leftImg8bit.txt
368,stuttgart_000084_000019_leftImg8bit.png,stuttgart_000084_000019_leftImg8bit.txt
369,bremen_000261_000019_leftImg8bit.png,bremen_000261_000019_leftImg8bit.txt
370,dusseldorf_000127_000019_leftImg8bit.png,dusseldorf_000127_000019_leftImg8bit.txt
371,hanover_000000_037039_leftImg8bit.png,hanover_000000_037039_leftImg8bit.txt
372,stuttgart_000046_000019_leftImg8bit.png,stuttgart_000046_000019_leftImg8bit.txt
373,tubingen_000058_000019_leftImg8bit.png,tubingen_000058_000019_leftImg8bit.txt
374,hamburg_000000_077756_leftImg8bit.png,hamburg_000000_077756_leftImg8bit.txt
375,dusseldorf_000166_000019_leftImg8bit.png,dusseldorf_000166_000019_leftImg8bit.txt
376,strasbourg_000001_036937_leftImg8bit.png,strasbourg_000001_036937_leftImg8bit.txt
377,strasbourg_000000_022489_leftImg8bit.png,strasbourg_000000_022489_leftImg8bit.txt
378,hanover_000000_030781_leftImg8bit.png,hanover_000000_030781_leftImg8bit.txt
379,stuttgart_000020_000019_leftImg8bit.png,stuttgart_000020_000019_leftImg8bit.txt
380,bremen_000264_000019_leftImg8bit.png,bremen_000264_000019_leftImg8bit.txt
381,zurich_000033_000019_leftImg8bit.png,zurich_000033_000019_leftImg8bit.txt
382,dusseldorf_000026_000019_leftImg8bit.png,dusseldorf_000026_000019_leftImg8bit.txt
383,hanover_000000_007342_leftImg8bit.png,hanover_000000_007342_leftImg8bit.txt
384,stuttgart_000045_000019_leftImg8bit.png,stuttgart_000045_000019_leftImg8bit.txt
385,ulm_000036_000019_leftImg8bit.png,ulm_000036_000019_leftImg8bit.txt
386,bochum_000000_035958_leftImg8bit.png,bochum_000000_035958_leftImg8bit.txt
387,bremen_000001_000019_leftImg8bit.png,bremen_000001_000019_leftImg8bit.txt
388,jena_000089_000019_leftImg8bit.png,jena_000089_000019_leftImg8bit.txt
389,hamburg_000000_071942_leftImg8bit.png,hamburg_000000_071942_leftImg8bit.txt
390,stuttgart_000189_000019_leftImg8bit.png,stuttgart_000189_000019_leftImg8bit.txt
391,darmstadt_000036_000019_leftImg8bit.png,darmstadt_000036_000019_leftImg8bit.txt
392,bremen_000017_000019_leftImg8bit.png,bremen_000017_000019_leftImg8bit.txt
393,hamburg_000000_063698_leftImg8bit.png,hamburg_000000_063698_leftImg8bit.txt
394,krefeld_000000_011483_leftImg8bit.png,krefeld_000000_011483_leftImg8bit.txt
395,strasbourg_000001_049399_leftImg8bit.png,strasbourg_000001_049399_leftImg8bit.txt
396,tubingen_000008_000019_leftImg8bit.png,tubingen_000008_000019_leftImg8bit.txt
397,bremen_000297_000019_leftImg8bit.png,bremen_000297_000019_leftImg8bit.txt
398,weimar_000074_000019_leftImg8bit.png,weimar_000074_000019_leftImg8bit.txt
399,zurich_000075_000019_leftImg8bit.png,zurich_000075_000019_leftImg8bit.txt
400,krefeld_000000_035398_leftImg8bit.png,krefeld_000000_035398_leftImg8bit.txt
401,hamburg_000000_067587_leftImg8bit.png,hamburg_000000_067587_leftImg8bit.txt
402,bremen_000262_000019_leftImg8bit.png,bremen_000262_000019_leftImg8bit.txt
403,bremen_000205_000019_leftImg8bit.png,bremen_000205_000019_leftImg8bit.txt
404,jena_000016_000019_leftImg8bit.png,jena_000016_000019_leftImg8bit.txt
405,hamburg_000000_036003_leftImg8bit.png,hamburg_000000_036003_leftImg8bit.txt
406,krefeld_000000_000316_leftImg8bit.png,krefeld_000000_000316_leftImg8bit.txt
407,bremen_000109_000019_leftImg8bit.png,bremen_000109_000019_leftImg8bit.txt
408,stuttgart_000147_000019_leftImg8bit.png,stuttgart_000147_000019_leftImg8bit.txt
409,bremen_000194_000019_leftImg8bit.png,bremen_000194_000019_leftImg8bit.txt
410,hamburg_000000_001106_leftImg8bit.png,hamburg_000000_001106_leftImg8bit.txt
411,bochum_000000_008162_leftImg8bit.png,bochum_000000_008162_leftImg8bit.txt
412,hamburg_000000_082187_leftImg8bit.png,hamburg_000000_082187_leftImg8bit.txt
413,darmstadt_000067_000019_leftImg8bit.png,darmstadt_000067_000019_leftImg8bit.txt
414,bremen_000029_000019_leftImg8bit.png,bremen_000029_000019_leftImg8bit.txt
415,darmstadt_000064_000019_leftImg8bit.png,darmstadt_000064_000019_leftImg8bit.txt
416,dusseldorf_000094_000019_leftImg8bit.png,dusseldorf_000094_000019_leftImg8bit.txt
417,stuttgart_000007_000019_leftImg8bit.png,stuttgart_000007_000019_leftImg8bit.txt
418,stuttgart_000024_000019_leftImg8bit.png,stuttgart_000024_000019_leftImg8bit.txt
419,darmstadt_000083_000019_leftImg8bit.png,darmstadt_000083_000019_leftImg8bit.txt
420,bremen_000285_000019_leftImg8bit.png,bremen_000285_000019_leftImg8bit.txt
421,stuttgart_000067_000019_leftImg8bit.png,stuttgart_000067_000019_leftImg8bit.txt
422,aachen_000168_000019_leftImg8bit.png,aachen_000168_000019_leftImg8bit.txt
423,hanover_000000_007780_leftImg8bit.png,hanover_000000_007780_leftImg8bit.txt
424,bremen_000207_000019_leftImg8bit.png,bremen_000207_000019_leftImg8bit.txt
425,strasbourg_000001_018155_leftImg8bit.png,strasbourg_000001_018155_leftImg8bit.txt
426,jena_000000_000019_leftImg8bit.png,jena_000000_000019_leftImg8bit.txt
427,strasbourg_000001_022560_leftImg8bit.png,strasbourg_000001_022560_leftImg8bit.txt
428,cologne_000146_000019_leftImg8bit.png,cologne_000146_000019_leftImg8bit.txt
429,strasbourg_000001_002354_leftImg8bit.png,strasbourg_000001_002354_leftImg8bit.txt
430,hanover_000000_027481_leftImg8bit.png,hanover_000000_027481_leftImg8bit.txt
431,strasbourg_000000_033062_leftImg8bit.png,strasbourg_000000_033062_leftImg8bit.txt
432,bremen_000096_000019_leftImg8bit.png,bremen_000096_000019_leftImg8bit.txt
433,hanover_000000_034720_leftImg8bit.png,hanover_000000_034720_leftImg8bit.txt
434,darmstadt_000039_000019_leftImg8bit.png,darmstadt_000039_000019_leftImg8bit.txt
435,aachen_000156_000019_leftImg8bit.png,aachen_000156_000019_leftImg8bit.txt
436,dusseldorf_000121_000019_leftImg8bit.png,dusseldorf_000121_000019_leftImg8bit.txt
437,bremen_000012_000019_leftImg8bit.png,bremen_000012_000019_leftImg8bit.txt
438,stuttgart_000026_000019_leftImg8bit.png,stuttgart_000026_000019_leftImg8bit.txt
439,monchengladbach_000000_011383_leftImg8bit.png,monchengladbach_000000_011383_leftImg8bit.txt
440,hanover_000000_005970_leftImg8bit.png,hanover_000000_005970_leftImg8bit.txt
441,hamburg_000000_098862_leftImg8bit.png,hamburg_000000_098862_leftImg8bit.txt
442,strasbourg_000001_048121_leftImg8bit.png,strasbourg_000001_048121_leftImg8bit.txt
443,zurich_000049_000019_leftImg8bit.png,zurich_000049_000019_leftImg8bit.txt
444,tubingen_000102_000019_leftImg8bit.png,tubingen_000102_000019_leftImg8bit.txt
445,erfurt_000078_000019_leftImg8bit.png,erfurt_000078_000019_leftImg8bit.txt
446,hanover_000000_048379_leftImg8bit.png,hanover_000000_048379_leftImg8bit.txt
447,bremen_000202_000019_leftImg8bit.png,bremen_000202_000019_leftImg8bit.txt
448,strasbourg_000001_064393_leftImg8bit.png,strasbourg_000001_064393_leftImg8bit.txt
449,dusseldorf_000188_000019_leftImg8bit.png,dusseldorf_000188_000019_leftImg8bit.txt
450,jena_000064_000019_leftImg8bit.png,jena_000064_000019_leftImg8bit.txt
451,strasbourg_000001_058954_leftImg8bit.png,strasbourg_000001_058954_leftImg8bit.txt
452,hanover_000000_057710_leftImg8bit.png,hanover_000000_057710_leftImg8bit.txt
453,aachen_000115_000019_leftImg8bit.png,aachen_000115_000019_leftImg8bit.txt
454,strasbourg_000001_061685_leftImg8bit.png,strasbourg_000001_061685_leftImg8bit.txt
455,krefeld_000000_032845_leftImg8bit.png,krefeld_000000_032845_leftImg8bit.txt
456,hanover_000000_040793_leftImg8bit.png,hanover_000000_040793_leftImg8bit.txt
457,hamburg_000000_070444_leftImg8bit.png,hamburg_000000_070444_leftImg8bit.txt
458,hanover_000000_035491_leftImg8bit.png,hanover_000000_035491_leftImg8bit.txt
459,bremen_000190_000019_leftImg8bit.png,bremen_000190_000019_leftImg8bit.txt
460,bremen_000292_000019_leftImg8bit.png,bremen_000292_000019_leftImg8bit.txt
461,strasbourg_000000_025491_leftImg8bit.png,strasbourg_000000_025491_leftImg8bit.txt
462,hanover_000000_055800_leftImg8bit.png,hanover_000000_055800_leftImg8bit.txt
463,dusseldorf_000151_000019_leftImg8bit.png,dusseldorf_000151_000019_leftImg8bit.txt
464,tubingen_000135_000019_leftImg8bit.png,tubingen_000135_000019_leftImg8bit.txt
465,weimar_000037_000019_leftImg8bit.png,weimar_000037_000019_leftImg8bit.txt
466,cologne_000109_000019_leftImg8bit.png,cologne_000109_000019_leftImg8bit.txt
467,dusseldorf_000111_000019_leftImg8bit.png,dusseldorf_000111_000019_leftImg8bit.txt
468,bremen_000141_000019_leftImg8bit.png,bremen_000141_000019_leftImg8bit.txt
469,aachen_000163_000019_leftImg8bit.png,aachen_000163_000019_leftImg8bit.txt
470,erfurt_000003_000019_leftImg8bit.png,erfurt_000003_000019_leftImg8bit.txt
471,stuttgart_000134_000019_leftImg8bit.png,stuttgart_000134_000019_leftImg8bit.txt
472,dusseldorf_000045_000019_leftImg8bit.png,dusseldorf_000045_000019_leftImg8bit.txt
473,hamburg_000000_003488_leftImg8bit.png,hamburg_000000_003488_leftImg8bit.txt
474,bremen_000073_000019_leftImg8bit.png,bremen_000073_000019_leftImg8bit.txt
475,monchengladbach_000000_013352_leftImg8bit.png,monchengladbach_000000_013352_leftImg8bit.txt
476,cologne_000010_000019_leftImg8bit.png,cologne_000010_000019_leftImg8bit.txt
477,bochum_000000_033056_leftImg8bit.png,bochum_000000_033056_leftImg8bit.txt
478,stuttgart_000135_000019_leftImg8bit.png,stuttgart_000135_000019_leftImg8bit.txt
479,cologne_000116_000019_leftImg8bit.png,cologne_000116_000019_leftImg8bit.txt
480,zurich_000036_000019_leftImg8bit.png,zurich_000036_000019_leftImg8bit.txt
481,strasbourg_000001_005219_leftImg8bit.png,strasbourg_000001_005219_leftImg8bit.txt
482,stuttgart_000115_000019_leftImg8bit.png,stuttgart_000115_000019_leftImg8bit.txt
483,aachen_000034_000019_leftImg8bit.png,aachen_000034_000019_leftImg8bit.txt
484,strasbourg_000001_039231_leftImg8bit.png,strasbourg_000001_039231_leftImg8bit.txt
485,bremen_000151_000019_leftImg8bit.png,bremen_000151_000019_leftImg8bit.txt
486,zurich_000000_000019_leftImg8bit.png,zurich_000000_000019_leftImg8bit.txt
487,aachen_000056_000019_leftImg8bit.png,aachen_000056_000019_leftImg8bit.txt
488,strasbourg_000001_050098_leftImg8bit.png,strasbourg_000001_050098_leftImg8bit.txt
489,weimar_000124_000019_leftImg8bit.png,weimar_000124_000019_leftImg8bit.txt
490,bremen_000132_000019_leftImg8bit.png,bremen_000132_000019_leftImg8bit.txt
491,krefeld_000000_012505_leftImg8bit.png,krefeld_000000_012505_leftImg8bit.txt
492,dusseldorf_000070_000019_leftImg8bit.png,dusseldorf_000070_000019_leftImg8bit.txt
493,bremen_000041_000019_leftImg8bit.png,bremen_000041_000019_leftImg8bit.txt
494,strasbourg_000001_063385_leftImg8bit.png,strasbourg_000001_063385_leftImg8bit.txt
495,cologne_000139_000019_leftImg8bit.png,cologne_000139_000019_leftImg8bit.txt
496,hanover_000000_056361_leftImg8bit.png,hanover_000000_056361_leftImg8bit.txt
497,monchengladbach_000000_020856_leftImg8bit.png,monchengladbach_000000_020856_leftImg8bit.txt
498,darmstadt_000045_000019_leftImg8bit.png,darmstadt_000045_000019_leftImg8bit.txt
499,monchengladbach_000000_024243_leftImg8bit.png,monchengladbach_000000_024243_leftImg8bit.txt
500,jena_000105_000019_leftImg8bit.png,jena_000105_000019_leftImg8bit.txt
501,cologne_000069_000019_leftImg8bit.png,cologne_000069_000019_leftImg8bit.txt
502,ulm_000061_000019_leftImg8bit.png,ulm_000061_000019_leftImg8bit.txt
503,hamburg_000000_074139_leftImg8bit.png,hamburg_000000_074139_leftImg8bit.txt
504,stuttgart_000169_000019_leftImg8bit.png,stuttgart_000169_000019_leftImg8bit.txt
505,dusseldorf_000176_000019_leftImg8bit.png,dusseldorf_000176_000019_leftImg8bit.txt
506,hamburg_000000_088783_leftImg8bit.png,hamburg_000000_088783_leftImg8bit.txt
507,strasbourg_000000_007727_leftImg8bit.png,strasbourg_000000_007727_leftImg8bit.txt
508,hanover_000000_023975_leftImg8bit.png,hanover_000000_023975_leftImg8bit.txt
509,cologne_000148_000019_leftImg8bit.png,cologne_000148_000019_leftImg8bit.txt
510,zurich_000058_000019_leftImg8bit.png,zurich_000058_000019_leftImg8bit.txt
511,strasbourg_000001_047755_leftImg8bit.png,strasbourg_000001_047755_leftImg8bit.txt
512,krefeld_000000_024276_leftImg8bit.png,krefeld_000000_024276_leftImg8bit.txt
513,monchengladbach_000000_027628_leftImg8bit.png,monchengladbach_000000_027628_leftImg8bit.txt
514,darmstadt_000047_000019_leftImg8bit.png,darmstadt_000047_000019_leftImg8bit.txt
515,cologne_000049_000019_leftImg8bit.png,cologne_000049_000019_leftImg8bit.txt
516,dusseldorf_000162_000019_leftImg8bit.png,dusseldorf_000162_000019_leftImg8bit.txt
517,monchengladbach_000000_009615_leftImg8bit.png,monchengladbach_000000_009615_leftImg8bit.txt
518,strasbourg_000001_024701_leftImg8bit.png,strasbourg_000001_024701_leftImg8bit.txt
519,cologne_000104_000019_leftImg8bit.png,cologne_000104_000019_leftImg8bit.txt
520,tubingen_000140_000019_leftImg8bit.png,tubingen_000140_000019_leftImg8bit.txt
521,jena_000038_000019_leftImg8bit.png,jena_000038_000019_leftImg8bit.txt
522,bremen_000085_000019_leftImg8bit.png,bremen_000085_000019_leftImg8bit.txt
523,dusseldorf_000107_000019_leftImg8bit.png,dusseldorf_000107_000019_leftImg8bit.txt
524,bremen_000149_000019_leftImg8bit.png,bremen_000149_000019_leftImg8bit.txt
525,hanover_000000_013094_leftImg8bit.png,hanover_000000_013094_leftImg8bit.txt
526,dusseldorf_000055_000019_leftImg8bit.png,dusseldorf_000055_000019_leftImg8bit.txt
527,darmstadt_000042_000019_leftImg8bit.png,darmstadt_000042_000019_leftImg8bit.txt
528,erfurt_000069_000019_leftImg8bit.png,erfurt_000069_000019_leftImg8bit.txt
529,cologne_000056_000019_leftImg8bit.png,cologne_000056_000019_leftImg8bit.txt
530,jena_000008_000019_leftImg8bit.png,jena_000008_000019_leftImg8bit.txt
531,darmstadt_000080_000019_leftImg8bit.png,darmstadt_000080_000019_leftImg8bit.txt
532,tubingen_000022_000019_leftImg8bit.png,tubingen_000022_000019_leftImg8bit.txt
533,bremen_000249_000019_leftImg8bit.png,bremen_000249_000019_leftImg8bit.txt
534,aachen_000024_000019_leftImg8bit.png,aachen_000024_000019_leftImg8bit.txt
535,stuttgart_000161_000019_leftImg8bit.png,stuttgart_000161_000019_leftImg8bit.txt
536,hanover_000000_050398_leftImg8bit.png,hanover_000000_050398_leftImg8bit.txt
537,strasbourg_000000_018153_leftImg8bit.png,strasbourg_000000_018153_leftImg8bit.txt
538,hamburg_000000_076392_leftImg8bit.png,hamburg_000000_076392_leftImg8bit.txt
539,krefeld_000000_001566_leftImg8bit.png,krefeld_000000_001566_leftImg8bit.txt
540,aachen_000170_000019_leftImg8bit.png,aachen_000170_000019_leftImg8bit.txt
541,dusseldorf_000179_000019_leftImg8bit.png,dusseldorf_000179_000019_leftImg8bit.txt
542,stuttgart_000050_000019_leftImg8bit.png,stuttgart_000050_000019_leftImg8bit.txt
543,aachen_000026_000019_leftImg8bit.png,aachen_000026_000019_leftImg8bit.txt
544,hamburg_000000_097086_leftImg8bit.png,hamburg_000000_097086_leftImg8bit.txt
545,bochum_000000_007150_leftImg8bit.png,bochum_000000_007150_leftImg8bit.txt
546,weimar_000126_000019_leftImg8bit.png,weimar_000126_000019_leftImg8bit.txt
547,hanover_000000_008017_leftImg8bit.png,hanover_000000_008017_leftImg8bit.txt
548,tubingen_000095_000019_leftImg8bit.png,tubingen_000095_000019_leftImg8bit.txt
549,bochum_000000_034936_leftImg8bit.png,bochum_000000_034936_leftImg8bit.txt
550,jena_000017_000019_leftImg8bit.png,jena_000017_000019_leftImg8bit.txt
551,dusseldorf_000072_000019_leftImg8bit.png,dusseldorf_000072_000019_leftImg8bit.txt
552,bremen_000074_000019_leftImg8bit.png,bremen_000074_000019_leftImg8bit.txt
553,darmstadt_000025_000019_leftImg8bit.png,darmstadt_000025_000019_leftImg8bit.txt
554,cologne_000061_000019_leftImg8bit.png,cologne_000061_000019_leftImg8bit.txt
555,jena_000073_000019_leftImg8bit.png,jena_000073_000019_leftImg8bit.txt
556,bremen_000273_000019_leftImg8bit.png,bremen_000273_000019_leftImg8bit.txt
557,hanover_000000_020655_leftImg8bit.png,hanover_000000_020655_leftImg8bit.txt
558,erfurt_000022_000019_leftImg8bit.png,erfurt_000022_000019_leftImg8bit.txt
559,strasbourg_000001_011990_leftImg8bit.png,strasbourg_000001_011990_leftImg8bit.txt
560,dusseldorf_000112_000019_leftImg8bit.png,dusseldorf_000112_000019_leftImg8bit.txt
561,stuttgart_000123_000019_leftImg8bit.png,stuttgart_000123_000019_leftImg8bit.txt
562,bremen_000170_000019_leftImg8bit.png,bremen_000170_000019_leftImg8bit.txt
563,stuttgart_000051_000019_leftImg8bit.png,stuttgart_000051_000019_leftImg8bit.txt
564,dusseldorf_000165_000019_leftImg8bit.png,dusseldorf_000165_000019_leftImg8bit.txt
565,ulm_000040_000019_leftImg8bit.png,ulm_000040_000019_leftImg8bit.txt
566,cologne_000151_000019_leftImg8bit.png,cologne_000151_000019_leftImg8bit.txt
567,aachen_000105_000019_leftImg8bit.png,aachen_000105_000019_leftImg8bit.txt
568,zurich_000108_000019_leftImg8bit.png,zurich_000108_000019_leftImg8bit.txt
569,cologne_000101_000019_leftImg8bit.png,cologne_000101_000019_leftImg8bit.txt
570,hamburg_000000_077144_leftImg8bit.png,hamburg_000000_077144_leftImg8bit.txt
571,zurich_000071_000019_leftImg8bit.png,zurich_000071_000019_leftImg8bit.txt
572,ulm_000071_000019_leftImg8bit.png,ulm_000071_000019_leftImg8bit.txt
573,cologne_000009_000019_leftImg8bit.png,cologne_000009_000019_leftImg8bit.txt
574,jena_000053_000019_leftImg8bit.png,jena_000053_000019_leftImg8bit.txt
575,bremen_000192_000019_leftImg8bit.png,bremen_000192_000019_leftImg8bit.txt
576,zurich_000103_000019_leftImg8bit.png,zurich_000103_000019_leftImg8bit.txt
577,aachen_000109_000019_leftImg8bit.png,aachen_000109_000019_leftImg8bit.txt
578,bremen_000260_000019_leftImg8bit.png,bremen_000260_000019_leftImg8bit.txt
579,krefeld_000000_034686_leftImg8bit.png,krefeld_000000_034686_leftImg8bit.txt
580,jena_000060_000019_leftImg8bit.png,jena_000060_000019_leftImg8bit.txt
581,cologne_000105_000019_leftImg8bit.png,cologne_000105_000019_leftImg8bit.txt
582,dusseldorf_000147_000019_leftImg8bit.png,dusseldorf_000147_000019_leftImg8bit.txt
583,hamburg_000000_019760_leftImg8bit.png,hamburg_000000_019760_leftImg8bit.txt
584,dusseldorf_000148_000019_leftImg8bit.png,dusseldorf_000148_000019_leftImg8bit.txt
585,hanover_000000_004646_leftImg8bit.png,hanover_000000_004646_leftImg8bit.txt
586,hamburg_000000_080169_leftImg8bit.png,hamburg_000000_080169_leftImg8bit.txt
587,dusseldorf_000183_000019_leftImg8bit.png,dusseldorf_000183_000019_leftImg8bit.txt
588,strasbourg_000001_008310_leftImg8bit.png,strasbourg_000001_008310_leftImg8bit.txt
589,strasbourg_000001_031683_leftImg8bit.png,strasbourg_000001_031683_leftImg8bit.txt
590,erfurt_000101_000019_leftImg8bit.png,erfurt_000101_000019_leftImg8bit.txt
591,cologne_000026_000019_leftImg8bit.png,cologne_000026_000019_leftImg8bit.txt
592,dusseldorf_000027_000019_leftImg8bit.png,dusseldorf_000027_000019_leftImg8bit.txt
593,zurich_000068_000019_leftImg8bit.png,zurich_000068_000019_leftImg8bit.txt
594,monchengladbach_000000_021663_leftImg8bit.png,monchengladbach_000000_021663_leftImg8bit.txt
595,stuttgart_000116_000019_leftImg8bit.png,stuttgart_000116_000019_leftImg8bit.txt
596,strasbourg_000001_013914_leftImg8bit.png,strasbourg_000001_013914_leftImg8bit.txt
597,hanover_000000_041493_leftImg8bit.png,hanover_000000_041493_leftImg8bit.txt
598,strasbourg_000001_049143_leftImg8bit.png,strasbourg_000001_049143_leftImg8bit.txt
599,strasbourg_000001_005876_leftImg8bit.png,strasbourg_000001_005876_leftImg8bit.txt
600,stuttgart_000018_000019_leftImg8bit.png,stuttgart_000018_000019_leftImg8bit.txt
601,strasbourg_000001_016481_leftImg8bit.png,strasbourg_000001_016481_leftImg8bit.txt
602,erfurt_000011_000019_leftImg8bit.png,erfurt_000011_000019_leftImg8bit.txt
603,tubingen_000028_000019_leftImg8bit.png,tubingen_000028_000019_leftImg8bit.txt
604,hamburg_000000_006322_leftImg8bit.png,hamburg_000000_006322_leftImg8bit.txt
605,jena_000034_000019_leftImg8bit.png,jena_000034_000019_leftImg8bit.txt
606,hamburg_000000_086636_leftImg8bit.png,hamburg_000000_086636_leftImg8bit.txt
607,monchengladbach_000000_029526_leftImg8bit.png,monchengladbach_000000_029526_leftImg8bit.txt
608,zurich_000110_000019_leftImg8bit.png,zurich_000110_000019_leftImg8bit.txt
609,hanover_000000_011971_leftImg8bit.png,hanover_000000_011971_leftImg8bit.txt
610,erfurt_000100_000019_leftImg8bit.png,erfurt_000100_000019_leftImg8bit.txt
611,erfurt_000002_000019_leftImg8bit.png,erfurt_000002_000019_leftImg8bit.txt
612,hamburg_000000_054220_leftImg8bit.png,hamburg_000000_054220_leftImg8bit.txt
613,krefeld_000000_027954_leftImg8bit.png,krefeld_000000_027954_leftImg8bit.txt
614,strasbourg_000000_025907_leftImg8bit.png,strasbourg_000000_025907_leftImg8bit.txt
615,bremen_000266_000019_leftImg8bit.png,bremen_000266_000019_leftImg8bit.txt
616,ulm_000065_000019_leftImg8bit.png,ulm_000065_000019_leftImg8bit.txt
617,bremen_000199_000019_leftImg8bit.png,bremen_000199_000019_leftImg8bit.txt
618,aachen_000042_000019_leftImg8bit.png,aachen_000042_000019_leftImg8bit.txt
619,hanover_000000_056142_leftImg8bit.png,hanover_000000_056142_leftImg8bit.txt
620,dusseldorf_000007_000019_leftImg8bit.png,dusseldorf_000007_000019_leftImg8bit.txt
